Control Number,File Name,File Extension,File Type Category,File Size (bytes),MD5 Hash,SHA256 Hash,Custodian,Custodian Email,Custodian Department,Custodian Org,Narrative Phase,Narrative Phase Name,Processing Folder Path,Virtual Path,Container ID,Container Name,Level,Primary Date,Sort Date,Language,Has Images,Has Natives,OCR Flag,Supported by Viewer,Extracted Text Preview,Images?,OCR Required?,Native Produced?,Redactable?,Analytics Eligible?,Dedup Method,Workflow Stage,Cull Reason,Processing Status,Processing Error Type,Duplicate Spare,ECA Exclusion Reason,Batch Name,Batch Status,Reviewer,Date First Assigned,Responsiveness,Privilege,Privilege Reason,Hot Doc,Issue Tags,Bates Begin,Bates End,Page Count,Production Set,Bates Prefix,Redacted,Redaction Reason,TAR Score,AL Predicted Relevant,Email From,Email From SMTP,Email To,Email To SMTP,Email CC,Email CC SMTP,Email BCC,Email BCC SMTP,Email Subject,Message ID,In Reply To,Date Sent,Date Received,Conversation Topic,Conversation Index,Has Attachments,Attachment Count,Email Thread ID,Email Threading Inclusive,Importance,Parent Document ID,Family ID,Author,Last Modified By,Date Created,Date Last Modified,Title,Company,Word Count,Slide Count,Sheet Names,PDF Author,PDF Creator,PDF Producer,PDF Page Count,Is Encrypted,Is Form,Rsmf/Application,Rsmf/Participants,Rsmf/MessageCount,Rsmf/BeginDate,Rsmf/EndDate,Rsmf/EventCollectionId,Rsmf/HasPlaceholders,Camera Make,Camera Model,Date Taken,GPS Latitude,GPS Longitude,GPS Altitude,GoogleDrive/DocID,GoogleDrive/DocumentType,GoogleDrive/SharedDriveID,Record Type
DOC-0000545,RE: SOM Records Preservation — December .msg,msg,Email - MSG,72579,3e8a1072cf492a2740898b7c48667469,930cc62d9d148109db18fefb8e534765ee6e5ef6ab1f5666f52a72c4c1fb0bf5,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\07,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000545.msg,,,1,2016-07-18 00:00:00,2016-07-18 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Records Preservation — December 2015 — Legal Hold Reminder — Sarah Chen 2016-07-18,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,1,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: Compliance Escalation — Great Lakes Order Patterns,<eca77d15cc8ae9ca.87a8cadf@mallinckrodt.com>,<c33359b960857b5f.9937c931@mallinckrodt.com>,2016-07-18 00:00:00,2016-07-18 00:03:00,RE: SOM Records Preservation — December 2015 — Legal Hold Reminder,7f3dcbf9a0a51b742ed5a161ebfce2d6,Yes,1,THR-000145,No,Normal,DOC-0000445,FAM-000321,,,2016-07-18,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001330,DOC-0001330.heic,heic,Image - HEIC,6530256,74f04bc0943eec62b7dbc6fea030f865,0bd57513e31d5f0f623b2e738e553ae764168c11391af4213b44798b9544234e,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2013\04,Mallinckrodt\Sarah_Chen\Image - HEIC\DOC-0001330.heic,,,1,2013-04-01 00:00:00,2013-04-01 00:00:00,English,Yes,Yes,Yes,Yes,[Image - HEIC]  — Sarah Chen 2013-04-01,Yes,Yes,Yes,Image Only,After OCR,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,1,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2013-04-01,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,Google,Pixel 6,2013-04-01 00:00:00,,,,,,,EDoc
DOC-0001111,DOC-0001111.xls,xls,Office - Excel (XLS),2572476,2db742396996bc941dc13d332b15a22c,3763a3b105c1bac4b98f805c653066a365971bbcf774c909b9776607e2e6290c,Lisa Torres,lisa.torres@mallinckrodt.com,Administration,Mallinckrodt,3,Crisis,\\Collection\Lisa_Torres\2016\06,Mallinckrodt\Lisa_Torres\Office - Excel (XLS)\DOC-0001111.xls,,,1,2016-06-27 00:00:00,2016-06-27 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLS)] Legal Hold Custodian Inventory — October 2014 — Lisa Torres 2016-06-27,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,4,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Lisa Torres,Lisa Torres,2016-06-27,2016-07-01,Legal Hold Custodian Inventory — October 2014,Mallinckrodt Inc.,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000363,FW: DEA Suspicious Order Monitoring — De.msg,msg,Email - MSG,16628,aa810850034296faf6558f35244f35c6,e19a17f6438a819ef9705e4b2d71a0400554e88b558492ba6d8c5504797f6e4d,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2014\09,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000363.msg,,,1,2014-09-03 00:00:00,2014-09-03 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: DEA Suspicious Order Monitoring — December 2014 — Threshold Review — Sarah Chen 2014-09-03,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,3,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Thomas Bradley,thomas.bradley@mallinckrodt.com,,,,,FW: DEA Suspicious Order Monitoring — December 2014 — Threshold Review,<2bb4a40813b4c4f6.ade03e6c@mallinckrodt.com>,,2014-09-03 00:00:00,2014-09-03 00:06:00,FW: DEA Suspicious Order Monitoring — December 2014 — Threshold Review,9810b8c1027deb45da6415b5c2a072dd,No,0,THR-000125,No,Normal,,FAM-000301,,,2014-09-03,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000639,RE: DEA Diversion Investigator Meeting —.eml,eml,Email - EML,193271,69d5ddf51d95cdeac417fe5678e33d35,83c17063b89033f0cb041d569fd90541f5970e00168d1defbb926370d619e0ce,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Gregory_Nash\2014\12,Mallinckrodt\Gregory_Nash\Email - EML\DOC-0000639.eml,,,1,2014-12-30 00:00:00,2014-12-30 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: DEA Diversion Investigator Meeting — SOM Program Review — Gregory Nash 2014-12-30,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,File Type Excluded,,,,,,,,No,,,,3,,MNK,No,,,,Gregory Nash,gregory.nash@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: IRC Payer Response — CVS Health — Prior Auth Approval,<24290112ecfa60c9.fa372989@mallinckrodt.com>,<4e6120f3af52d77c.9acaf159@mallinckrodt.com>,2014-12-30 00:00:00,2014-12-30 00:05:00,RE: DEA Diversion Investigator Meeting — SOM Program Review,4f942b3ece05a28133c25e627960e810,Yes,1,THR-000153,No,Normal,DOC-0000656,FAM-000329,,,2014-12-30,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000022,RE: DEA Diversion Investigator Meeting —.msg,msg,Email - MSG,28462,c85aca4690e0f4a0fbdd3933cbd58bf6,8186a57611a726095eddbbbfa95976636daa2e688861fe1858e258880a8381be,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,2,Pressure,\\Collection\Patricia_Morrison\2013\11,Mallinckrodt\Patricia_Morrison\Email - MSG\DOC-0000022.msg,,,1,2013-11-15 00:00:00,2013-11-15 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: DEA Diversion Investigator Meeting — SOM Program Review — Patricia Morrison 2013-11-15,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,System File,,,,,,,,No,,,,5,,MNK,No,,,,Patricia Morrison,patricia.morrison@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,RE: CONFIDENTIAL — Response to Cardinal Health Fraud Investigation Inquiry,<575aed2ca5c5650c.033d2bce@mallinckrodt.com>,<f296d9f0cd2372c2.9e3d750d@mallinckrodt.com>,2013-11-15 00:00:00,2013-11-15 00:28:00,RE: DEA Diversion Investigator Meeting — SOM Program Review,7d7ddbedd284476c6b88f83dd97dc9cd,No,0,THR-000109,No,Normal,DOC-0000046,FAM-000285,,,2013-11-15,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001081,DOC-0001081.xlsx,xlsx,Office - Excel (XLSX),886041,6f4dd75af19e24ab090aa3c69075e069,11813a485f610696730e86586af8a1a0b924cc7b83ddbc2c86dffb726100c7f1,Dr. Alec Harrington,alec.harrington@insysrx.com,Sales,Insys,3,Crisis,\\Collection\Dr._Alec_Harrington\2016\09,Insys\Dr._Alec_Harrington\Office - Excel (XLSX)\DOC-0001081.xlsx,,,1,2016-09-04 00:00:00,2016-09-04 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLSX)] Crisis Communications Talking Points — Opioid Litigation — Dr. Alec Harrington 2016-09-04,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,File Type Excluded,,,,,,,,No,,,,3,,INSYS,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Dr. Alec Harrington,Dr. Alec Harrington,2016-09-04,2016-10-01,Crisis Communications Talking Points — Opioid Litigation,Insys Therapeutics,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0001308,DOC-0001308.jpg,jpg,Image - JPEG,7827146,8149459cb1843535eaaaa624559f923f,0b7c9b74c22cb46810ee6e65942ae6d07d41606102ff47f9faad96cbc74bdef2,Dr. Alec Harrington,alec.harrington@insysrx.com,Sales,Insys,3,Crisis,\\Collection\Dr._Alec_Harrington\2015\04,Insys\Dr._Alec_Harrington\Image - JPEG\DOC-0001308.jpg,,,1,2014-02-07 00:00:00,2014-02-07 00:00:00,English,Yes,Yes,Yes,Yes,[Image - JPEG]  — Dr. Alec Harrington 2015-04-15,Yes,Yes,Yes,Image Only,After OCR,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,1,,INSYS,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000656,FAM-000329,,,2015-04-15,,,Insys Therapeutics,,,,,,,,No,,,,0,,,,No,Apple,iPhone 13,2015-04-15 00:00:00,,,,,,,Attachment
DOC-0001386,DOC-0001386.html,html,Text / Markup,439565,7b7ba6caf726d24c535e3dfe50f6cbfd,9002e0d3d853ff6ec7edf53f7b8629f6b98a8ff57eb4f468a900afedb1564ee2,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\03,Mallinckrodt\Sarah_Chen\Text / Markup\DOC-0001386.html,,,1,2016-03-25 00:00:00,2016-03-25 00:00:00,English,No,Yes,No,Yes,[Text / Markup]  — Sarah Chen 2016-03-25,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,System File,,,,,,,,No,,,,1,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2016-03-25,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000708,FW: Internal Investigation Update — SOM .eml,eml,Email - EML,197991,acd3cc0bb65d95c2522c12e18e416029,4e266d3fab28efa9959ee77e2e52635d2bc4a31953211cf18ddc5f0e523c0ed4,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Thomas_Bradley\2015\04,Mallinckrodt\Thomas_Bradley\Email - EML\DOC-0000708.eml,,,1,2015-04-04 00:00:00,2015-04-04 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: Internal Investigation Update — SOM Override Findings — Thomas Bradley 2015-04-04,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,2,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,RE: SOM Records Preservation — September 2013 — Legal Hold Reminder,<ae6791cd2b998363.d77987b7@mallinckrodt.com>,<d096f682aab09b08.8a759c6e@mallinckrodt.com>,2015-04-04 00:00:00,2015-04-04 00:21:00,FW: Internal Investigation Update — SOM Override Findings,dbf5aafeb67a3c0723d34fb658a5802e,No,0,THR-000029,No,Normal,DOC-0000703,FAM-000205,,,2015-04-04,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000081,RE: Override of Cardinal Health Suspicio.msg,msg,Email - MSG,21213,cb80f288446f64dd5abca6e5d0b1e3eb,3e42df5b90a3fbbf7580e05067f1698cf5948a545f804eeb143a9aff659b0105,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Robert_Ashton\2014\06,Mallinckrodt\Robert_Ashton\Email - MSG\DOC-0000081.msg,,,1,2014-06-29 00:00:00,2014-06-29 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast — Robert Ashton 2014-06-29,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,5,,MNK,No,,,,Robert Ashton,robert.ashton@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast,<b27e1442fd7fe973.39d1c7ff@mallinckrodt.com>,,2014-06-29 00:00:00,2014-06-29 00:08:00,RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast,d90dd19bd3fbe043af1d5a1a4ccb2355,No,0,THR-000121,No,Normal,,FAM-000297,,,2014-06-29,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000820,DOC-0000820.ics,ics,Calendar - ICS,8086,5c21245e9a7d027506895be029f8212a,24c6ab6dd13fcc1ad9add770308d2579378e38ad3decdd277d2683506eb771e4,Dr. Alec Harrington,alec.harrington@insysrx.com,Sales,Insys,2,Pressure,\\Collection\Dr._Alec_Harrington\2014\04,Insys\Dr._Alec_Harrington\Calendar - ICS\DOC-0000820.ics,,,1,2013-09-03 00:00:00,2013-09-03 00:00:00,English,No,Yes,No,Yes,[Calendar - ICS] FW: Sunshine Act Reporting — Speaker Payment Aggregation — December — Dr. Alec Harrington 2014-04-25,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,No Keyword Hits,,,,,,,,No,,,,2,,INSYS,No,,,,,,,,,,,,FW: Sunshine Act Reporting — Speaker Payment Aggregation — December,,,,,,,No,0,,,,DOC-0000660,FAM-000072,,,2014-04-25,,,Insys Therapeutics,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000248,FW: District Manager Coaching — Volume A.msg,msg,Email - MSG,162325,ec4014c6da6069f38e40b29426b94955,0df81d2b260c037e305d0ef70d9ff83d70a32883cc582872a2fba345a84ca488,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2013\05,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000248.msg,,,1,2013-05-11 00:00:00,2013-05-11 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: District Manager Coaching — Volume Acceleration — Northwest — Michael Brennan 2013-05-11,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,File Type Excluded,,,,,,,,No,,,,4,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,FDA CDER,cder@fda.hhs.gov,,,,,RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast,<2ee259893ad82406.092e44b7@mallinckrodt.com>,<55af47da31d1d6cb.14f16d92@mallinckrodt.com>,2013-05-11 00:00:00,2013-05-11 00:11:00,FW: District Manager Coaching — Volume Acceleration — Northwest,b4b9fb7329debccc429e09bd7862246c,No,0,THR-000084,Yes,High,DOC-0000275,FAM-000260,,,2013-05-11,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000744,FW: District Manager Coaching — Volume A.eml,eml,Email - EML,185788,9635dc67ad5ae575565d6ed039b05c64,2dc3e080ce691f9d80b04e3ddd2f1be8dfdabe67801d04d549999d27c9f8f4d6,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Robert_Ashton\2013\05,Mallinckrodt\Robert_Ashton\Email - EML\DOC-0000744.eml,,,1,2013-05-07 00:00:00,2013-05-07 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] FW: District Manager Coaching — Volume Acceleration — Southeast — Robert Ashton 2013-05-07,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,No Keyword Hits,,,,,,,,No,,,,4,,MNK,No,,,,Robert Ashton,robert.ashton@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,FW: District Manager Coaching — Volume Acceleration — Southeast,<1094f482b959170a.873a6a3c@mallinckrodt.com>,,2013-05-07 00:00:00,2013-05-07 00:28:00,FW: District Manager Coaching — Volume Acceleration — Southeast,cd26a22b963115d046f860a9844e21a8,Yes,4,THR-000039,No,Low,,FAM-000215,,,2013-05-07,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000195,FW: DEA Administrative Subpoena — Produc.msg,msg,Email - MSG,178808,dc70ce2224caf1b8394a97fdf28bf846,b319f18d2ef03a1b645f273c5d0b042de9b14c76420fbeef9defeab9e54ca6ca,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2016\04,Mallinckrodt\Gregory_Nash\Email - MSG\DOC-0000195.msg,,,1,2016-04-01 00:00:00,2016-04-01 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: DEA Administrative Subpoena — Production Deadline August 2014 — Gregory Nash 2016-04-01,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,4,,MNK,No,,,,Gregory Nash,gregory.nash@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,FW: DEA Administrative Subpoena — Production Deadline August 2014,<aa4946f4ead1d758.54905f79@mallinckrodt.com>,,2016-04-01 00:00:00,2016-04-01 00:10:00,FW: DEA Administrative Subpoena — Production Deadline August 2014,53238affe1e538a1dc5cd673c9ed66a6,No,0,,Yes,High,,FAM-000163,,,2016-04-01,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000558,RE: Override of Cardinal Health Suspicio.msg,msg,Email - MSG,257202,aee51b7a8b20cc445705b3005e79e796,05f4a2d0baafe28be953ab78dd8f5010f58f56a031116b6a4b38a57b2fdc4da3,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2013\09,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000558.msg,,,1,2013-09-15 00:00:00,2013-09-15 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast — Michael Brennan 2013-09-15,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,No Keyword Hits,,,,,,,,No,,,,2,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,James Whitfield,james.whitfield@mallinckrodt.com,,,,,RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast,<15a8cb98ab2d96a0.7846e9c5@mallinckrodt.com>,,2013-09-15 00:00:00,2013-09-15 00:06:00,RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast,cac6a8536943dab74ec75bdc6094d74c,No,0,THR-000016,Yes,Normal,,FAM-000192,,,2013-09-15,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000092,FW: DEA Administrative Subpoena — Produc.msg,msg,Email - MSG,85227,a2b03c4b7c966b552f8d8ded6c4c450b,8e0ec0332c591da8fff96acfee4205eea52fc3eceb4e2281b184d1fc8991b01a,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,3,Crisis,\\Collection\James_Whitfield\2015\11,Mallinckrodt\James_Whitfield\Email - MSG\DOC-0000092.msg,,,1,2015-11-01 00:00:00,2015-11-01 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: DEA Administrative Subpoena — Production Deadline May 2013 — James Whitfield 2015-11-01,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,No Keyword Hits,,,,,,,,No,,,,2,,MNK,No,,,,James Whitfield,james.whitfield@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: SOM Flag — Walgreens — Business Justification Required,<7d592e192ab7b2ef.49f1137d@mallinckrodt.com>,<004f5362244f4ce3.e983c62e@mallinckrodt.com>,2015-11-01 00:00:00,2015-11-01 00:14:00,FW: DEA Administrative Subpoena — Production Deadline May 2013,d78c57d3508850d32fe5b14023ea7956,No,0,THR-000133,No,High,DOC-0000332,FAM-000309,,,2015-11-01,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000988,DOC-0000988.doc,doc,Office - Word (DOC),21608,0d360498258ce2bf6a3a6b2153da2de8,ae14aa404dd5dda940f469873733a7c56c2678a1bf52d94331bdd7def202c05a,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2014\09,Mallinckrodt\Sarah_Chen\Office - Word (DOC)\DOC-0000988.doc,,,1,2014-09-18 00:00:00,2014-09-18 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOC)] IRC Prior Authorization Call Guide v7 — Sarah Chen 2014-09-18,Yes,No,Yes,Image Only,Yes,SHA256,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,13,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Sarah Chen,Sarah Chen,2014-09-18,2014-09-27,IRC Prior Authorization Call Guide v7,Mallinckrodt Inc.,1930,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0001405,DOC-0001405.key,key,Unsupported,5083900,80d17b77facd237b9e46fcb16f93327d,4c1b86689fce47725d2e4264673b1a166418d23485443479f5d9e94e837410bf,Lisa Torres,lisa.torres@mallinckrodt.com,Administration,Mallinckrodt,2,Pressure,\\Collection\Lisa_Torres\2014\09,Mallinckrodt\Lisa_Torres\Unsupported\DOC-0001405.key,,,1,2014-02-06 00:00:00,2014-02-06 00:00:00,English,No,Yes,No,Yes,[Unsupported]  — Lisa Torres 2014-09-27,No,No,Yes,No,No,SHA256,ECA: Excluded,,Error,Unsupported File Type,No,System File,,,,,,,,No,,,,3,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000611,FAM-000233,,,2014-09-27,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000766,RE: Crisis Communications Plan — Opioid .eml,eml,Email - EML,97383,472184895f276ba796870bf14f19f810,c65e23c798656bba2ea816ef624949a003cfaa49e80ac6e710c8f7c928f93da0,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\02,Mallinckrodt\Michael_Brennan\Email - EML\DOC-0000766.eml,,,1,2015-02-28 00:00:00,2015-02-28 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Crisis Communications Plan — Opioid Media Inquiries — Michael Brennan 2015-02-28,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,File Type Excluded,,,,,,,,No,,,,1,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,RE: Crisis Communications Plan — Opioid Media Inquiries,<44a8ddc2ddf15e0b.a41326f8@mallinckrodt.com>,<b795c127630915e1.7071878c@mallinckrodt.com>,2015-02-28 00:00:00,2015-02-28 00:13:00,RE: Crisis Communications Plan — Opioid Media Inquiries,e6d4f65e34019a9a90fcc94017c8bc95,No,0,THR-000043,Yes,High,DOC-0000646,FAM-000219,,,2015-02-28,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000264,RE: SOM Records Preservation — December .msg,msg,Email - MSG,198677,258483851915bb1c744da2365c7c0778,6cc560710febecad179d9ae314fa7d50697c4d7dd4147d036cfa28cfb62e110a,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,3,Crisis,\\Collection\Patricia_Morrison\2016\08,Mallinckrodt\Patricia_Morrison\Email - MSG\DOC-0000264.msg,,,1,2016-08-02 00:00:00,2016-08-02 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Records Preservation — December 2015 — Legal Hold Reminder — Patricia Morrison 2016-08-02,Yes,No,Yes,Image Only,Yes,MD5,ECA: Excluded,,Complete,,No,Domain Excluded - Opposing Counsel,,,,,,,,No,,,,2,,MNK,No,,,,Patricia Morrison,patricia.morrison@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: SOM Policy Exception Request — McKesson — June 2016,<214bd473e3755867.79ebb8bb@mallinckrodt.com>,<3139c12d3881efd7.c8009f5e@mallinckrodt.com>,2016-08-02 00:00:00,2016-08-02 00:17:00,RE: SOM Records Preservation — December 2015 — Legal Hold Reminder,5e8a10da13fc927f7237cf5b36fc1c46,No,0,THR-000141,No,Low,DOC-0000619,FAM-000317,,,2016-08-02,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001298,DOC-0001298.rsmf,rsmf,Chat - Slack (RSMF),483594,99bb67012b6e62107ec27a2f7153b57a,bf7f5d0dd4ed8b02ade1c27345dc5be3b997f6ec8f24fdd2016c639ba5bf82d8,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2015\10,Mallinckrodt\Gregory_Nash\Chat - Slack (RSMF)\DOC-0001298.rsmf,DOC-0000801,DOC-0000801.pst,1,2013-01-19 00:00:00,2013-01-19 00:00:00,English,No,Yes,No,Yes,[Chat - Slack (RSMF)]  — Gregory Nash 2015-10-09,Yes,No,No,Image Only,Yes,EventCollectionId,ECA: Excluded,,Complete,,No,Domain Excluded - Personal,,,,,,,,No,,,,2,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000536,FAM-000332,,,2015-10-09,,,Mallinckrodt Inc.,,,,,,,,No,,Slack,Gregory Nash; Patricia Morrison; Michael Brennan; Thomas Bradley,37,2015-10-09 00:00:00,2015-10-09 02:00:00,5d52cfd5c64fa55b,No,,,,,,,,,,Attachment
